Rating,Review Date,Employee,Description
4.0,"Jun 03, 2015","Current  Employee  in Redmond, Washington State","[' Overall excellent benefits. Health insurance took a hit in the past couple years to an HSA model, but still caps at $2,500 out of pocket yearly and everything else is 100% covered. Great local gym options or $800 fitness stipend. Okay 401k match up to 3%. Decent stock purchase program. Good paid time off, 3 weeks vacation and 2 weeks sick per year.']"
4.0,"Jun 03, 2015","Current  Employee  in Redmond, Washington State","[' legal, life, good health care and dependent care benefits']"
4.0,"Jun 02, 2015","Current  Employee  in Sunnyvale, California","["" Microsoft has excellent benefits, with lots of options. It's not quite as good as it was a few years ago (there is now a large deductible, but they give you cash in an HSA to cover most of it), but still among the best I've had in any of my past companies. Perks are ok, but nothing special. And unlike many of the name brand silicon valley companies, they do not have free lunches. I know some people who see this as a real issue, but I think it's a minor nit. They do, however, give you $800/year to spend on gym memberships, a bike, hiking gear, or virtually anything else towards keeping you fit.""]"
3.0,"Jun 03, 2015","Former  Employee  in Seattle, Washington State","[' Health insurance used to be optimal but not anymore, you still have to Pay out of pocket, nice stayfit benefits to encourage health lifestyle, vacation is industry standard but could be better.']"
5.0,"Jun 01, 2015","Current  Program Manager  in Mountain View, California",[' Stay-fit Fitness Program is a dope']
5.0,"Jun 01, 2015","Former  Service Engineer II  in Bellevue, Washington State","[' Great benefits, and yes it does include all you can drink sodas.']"
5.0,"Jun 01, 2015","Former  Employee  in Redmond, Washington State",[' Amazing health benefits which add a ton of value to the package. Includes generous back up care for kids and other perks including tuition assistance.']
5.0,"May 31, 2015","Current  Employee  in Farmington, Connecticut",[' Full HealthCare regardless of full-time or part-time.']
5.0,"May 30, 2015","Former  Senior Network Service Engineer  in Redmond, Washington State",[' The benefits are hard to beat.']
5.0,"May 30, 2015","Current  Software Development Engineer  in Redmond, Washington State","[' It is hard to beat the benefits at Microsoft. Their 401k matching is spectacular, employ stock purchase program is great, and they have world class health care. You are taken care of here.']"
5.0,"May 28, 2015","Current  Sales Manager  in Dallas, Texas","[' In additional to strong medical/dental is the extremely generous charity match of $14,000 annually which includes matching for your volunteer time. This has to be one of the most generous match in corporate America. I know MSFT reached a $1 Billion employee match milestone in 2014.']"
5.0,"May 28, 2015","Former  Employee  in Cambridge, Massachusetts",[' Good things: dont have to pay a thing Bad things: None']
4.0,"May 31, 2015","Former  Employee  in Seattle, Washington State","["" The health care packages are excellent and don't cost a lot of out of pocket money.""]"
4.0,"May 28, 2015","Current  Finance Rotation Analyst  in Redmond, Washington State",[' Best thing is probably work from home and flexibility with vacation. The benefit package is overall really good but co-pay has gone up significantly for health insurance']
5.0,"May 27, 2015","Current  Employee  in Redmond, Washington State",[' Generous benefits package for employees and families; a nice range of services and choices depending upon individual needs.']
5.0,"May 23, 2015","Current  Employee  in Redmond, Washington State",[' The maternity/paternity policy is generous compared to most employers as is the health insurance plan. Vacation is average.']
5.0,"May 21, 2015","Former  ATU Manager  in Redmond, Washington State","[' When I was there full benefits w/ no payout were in effect. It has since changed to ""regular"" co-insurance co-pay. Stock purchased at 15% discount but may have changed. Package was perceived as very good and a key reason people stayed.']"
5.0,"May 20, 2015","Former  Product Advisor  in Seattle, Washington State","[' Benefits package include extensive health care care options, 401K, company stock purchase program, maternity and paternity leave, product discounts through company store']"
4.0,"May 28, 2015","Former  Principal Program Manager  in Redmond, Washington State","[' Healthcare was great, 401K was also wonderful']"
4.0,"May 27, 2015","Former  Employee  in New York, New York State",[' Health care is the best']
4.0,"May 26, 2015","Current  Employee  in Houston, Texas",[' Good insurance coverage (although moved to a HSA plan in past few years). Good stock grants for good performance.']
4.0,"May 26, 2015","Former  Employee  in Seattle, Washington State","[' Microsoft benefits are quite good, imho. But, I really look at the overall package (including work environment and culture).']"
4.0,"May 21, 2015","Current  Employee  in New York, New York State",[' Free lunch every day and health bonuses']
4.0,"May 20, 2015","Current  Director  in Redmond, Washington State",[' Wide range of benefits to choose from']
5.0,"May 19, 2015","Current  Employee  in Portland, Oregon","["" Nearly everything is covered with health insurance, if you're retail you get $250 a year to spend on nearly anything you want to get/stay healthy (new nikes!) while corporate gets $800-$850 a year. 401k is matched to 10% and ESPP is matched to 6%. The best benefits I've ever had.""]"
5.0,"May 20, 2015","Former  Staffing Consultant  in Seattle, Washington State","[' Very comprehensive and the HSA option is really lucrative, you can take the money with you when you go. You pay all health bills online in a very easy to use portal.']"
5.0,"May 19, 2015","Former  Director, Engineering  in Alpharetta, Georgia","[' Microsoft health benefits are great. As long as you are there for the whole year, you will only have $1250 out of pocket for your deductible. There are no premiums. You only pay 10% after that up to $25,000. So worst case, you are out of pocket $3750 for great medical, dental, vision. You also have a Stay Fit bonus of $800 you can apply towards any fitness or sports related equipment or attire.']"
5.0,"May 18, 2015","Current  Employee  in Redmond, Washington State",[' Good company perks with deep discounts on MS software. Very good health insurance benefits']
4.0,"May 19, 2015","Current  Employee  in Redmond, Washington State","[' Flexibility of time, WFH, great place to have a family and work full time']"
4.0,"May 18, 2015","Current  Employee  in Redmond, Washington State","[' Base salary can get a raise, but otherwise overall benefit package is nice.']"
4.0,"May 18, 2015","Current  Account Executive  in Indianapolis, Indiana","[' At one time, the benefits were world class. They are still outstanding but have slipped.']"
3.0,"May 18, 2015","Former  Senior Service Manager  in Redmond, Washington State",[' Health plan used to be awesome.. now it seems to require more and more co-pay with every passing year.']
3.0,"May 17, 2015","Current  Channel Marketing Manager  in Redmond, Washington State","[' 401K matching is great, health benefiots are still awesome despite the changes made last year. dental could be better and copay has increased in the past year.']"
4.0,"May 17, 2015","Current  Program Manager II  in Redmond, Washington State",[' ESPP is a great benefit']
5.0,"May 16, 2015","Current  Employee  in Seattle, Washington State","[' Terrific, flexible benefits. Health coverage is top-notch, with lots of options, providers, and ways save money. Vacation/PTO have been flexible. 401k matching at up to 6%.']"
5.0,"May 14, 2015","Current  Technical Evanglist  in Redmond, Washington State","[' Just about everything is covered I am a single 29 year old male so this may be different for others but all my dental work was covered, all my chiropractors were covered, my medical was covered, and my prescriptions were covered. 401k is good not great, they only match 4% wish it was higher but the ability to bulk buy stock with other employees is a major perk. Time off is pretty good for the US 3 weeks paid vacation and they have tons of work-from-home flexibility, unless you are corporate which sucks Employee discount on Microsoft software is huge, was able to purchase office for everyone in my family for about $15 a piece. Hardware is also cheap, XBOX stuff is usually about 10-20 less']"
5.0,"May 13, 2015","Former  Staffing Consultant  in Redmond, Washington State","[' Families are fully covered by Microsoft, and the out-of-pocket expenses are very reasonable. There are few companies out there with stronger, industry-leading benefits and perks.']"
5.0,"May 12, 2015","Current  Program Manager  in Redmond, Washington State","[' 401K Match, free rides public and private, good medical/dental/vision, free gym membership or cash towards healthy activities/gear...']"
5.0,"May 12, 2015","Former  Senior HR Manager  in Seattle, Washington State","[' 401K matches 50% of your contributions up to 6% of pay. Vacation is good with 3 weeks to start. Employee discounts are fantastic if you use Windows/Office. Healthcare benefits are solid, although more costs have been passed to employees in recent years. Overall, a very competitive set of benefits.']"
5.0,"May 12, 2015","Current  Director, Sales  in San Francisco, California",[' annual matching of charitable contributions']
5.0,"May 11, 2015","Current  Director  in Redmond, Washington State","[' Our benefits seem to be better than anything else out there, on whole. We could use a little more 401(k) match, although the Plan itself is top-notch with low investment fees and robust savings levels. Our medical plan is amazing, covering almost everything imaginable with the ability to save money into a health savings account. And the on-site perks are amazing and make going to work a wonderful way to spend the days!']"
5.0,"May 11, 2015","Current  Employee  in Minneapolis, Minnesota","[' Everything is great, they are amazing benefits.']"
4.0,"May 15, 2015","Current  Software Development Engineer  in Redmond, Washington State","[' Compared to my old health insurance, I actually need to pay a fair amount per month on my medicine. I can obviously afford it, but what used to be a $15 co-pay, is now a $100 copay that Microsoft covers only so much of over the year.']"
3.0,"May 15, 2015","Current  Employee  in Redmond, Washington State",[' The worst is that the employee has a high deductible before benefits come in. Also no on-site daycare.']
5.0,"May 05, 2015","Current  Employee  in Redmond, Washington State","[' 100%-cover-everything health care ended a couple of years ago, but the benefits are still excellent.']"
5.0,"May 05, 2015","Current  Customer Success Manager  in Salt Lake City, Utah",[' Enjoy the StayFit money every year to keep yourself fit!']
5.0,"May 05, 2015","Former  Sr. Account Executive  in Redmond, Washington State","[' PRO: Great healthcare coverage, sabbatical for certain level employees, generous vacation policy CON: Additional benefits so numerous that you may not realize all you have access to.']"
5.0,"May 03, 2015","Former  Product advisor  in Houston, Texas","[' Benefits are amazing! Completely unmatched! 401k, stock options, inexpensive health insurance, back up childcare, discounts to hundreds of places, paid vacation, free gym membership, tuition reimbursement']"
4.0,"May 11, 2015","Current  Senior Director  in Redmond, Washington State","["" Generous benefits package for employees and their families. Best perk is an annual $800 stay fit credit that you can apply to anything fitness-related. The worst thing about the benefits package is the new system whereby employees are paying much higher deductibles before health benefits kick in (in fairness, MSFT kicks in a chunk of change toward that yearly, but it's still a bite).""]"
4.0,"May 11, 2015","Former  Employee  in Redmond, Washington State",[' Health Insurance benefits were great.']
3.0,"May 11, 2015","Former  Employee  in Redmond, Washington State","["" It used to be great, but now that they've moved to HSA it is just average.""]"
4.0,"May 09, 2015","Current  Employee  in Redmond, Washington State","[' Time off, Tuition Reimbursement, and Get Fit Reimbursement']"
4.0,"May 07, 2015","Former  Employee  in Redmond, Washington State","[' The recreation leagues are really cool. They have flag football, softball, ultimate Frisbee and many more. Also who can ever hate on the free drinks']"
4.0,"May 05, 2015","Former  Employee  in Redmond, Washington State","[' Generous benefits for medical expenses, although costs are starting to creep up in recent years in line with other companies. Matching 401K is a plus as is the Community outreach that is encouraged and easy to participate but without any pressure if that is not your thing.']"
5.0,"Apr 29, 2015","Current  Employee  in Redmond, Washington State","[' Pros: All the benefits are great. My favorite is that matching 401k are instantly deposited and vested. They also contribute money to your HSA, which is fantastic for HD plans. Definitely participate in the ESPP program as soon as possible. Also they pay for a gym membership or give you a stipend for health expenses. Cons: some of the benefits, including discounts at participating daycare are taxed.']"
5.0,"May 01, 2015","Former  Employee  in Redmond, Washington State","["" The health insurance is very good, even with added deductible over the last few years it's still better than most.""]"
5.0,"May 01, 2015","Former  Employee  in Dallas, Texas",[' One of the best benefits packages']
5.0,"Apr 30, 2015","Current  Employee  in Dallas, Texas","[' Great 401K package, stocks, and healthcare.']"
4.0,"Apr 30, 2015","Current  Senior Development Engineer  in Redmond, Washington State","[' Flexible hours, nice Stay Fit program ($800 for sports related purchases)']"
3.0,"Apr 30, 2015","Current  Employee  in Redmon, Illinois","[' 401K is good, Heath is bad']"
4.0,"Apr 28, 2015","Current  Employee  in Redmond, Washington State","[' Good benefits, but medical does not cover as much as it used to. Lots of out of pocket expenses.']"
3.0,"Apr 28, 2015","Current  Employee  in Redmond, Washington State","[' Best Resources, Budget Cons Rewards are not given to the people that do the right thing, very political, if you don`t have the right manager in the right team you can be stuck in the same pay situation forever.']"
4.0,"Apr 28, 2015","Former  Director, Marketing  in Seattle, Washington State","[' Best was the healthcare -- paid for nothing. Worst was perhaps the bonuses. As it was a mature company, younger tech companies could offer more upside. But it is a tradeoff on risk/reward.']"
4.0,"Apr 27, 2015","Current  Senior Soft Development Engineer  in Sunnyvale, California","["" HSA insurance with decent contributions from company. 401k is matched 50% of employee's contribution , max limit 3% of gross salary.""]"
5.0,"Apr 27, 2015","Former  Senior Program Manager  in Redmond, Washington State",[' Unlimited membership to Pro club gym']
5.0,"Apr 27, 2015","Current  Senior Engineering Manager  in Redmond, Washington State","[' Overall, excellent benefits, nice extra like volunteer matching and tuition reimbursement']"
5.0,"Apr 27, 2015","Current  Senior Software Development Engineer In Test  in Redmond, Washington State",[' Great company to work for. As with any large company some teams are better than others. On the whole I recommend working here and plan to stay for the foreseeable future.']
5.0,"Apr 27, 2015","Former  Employee  in Redmond, Washington State","[' Healthcare, maternity leave, access to legal help, 401K match, fitness credit or paid health club fees, vacation time, flexible schedule, time away to care for sick parents, discounts, etc. I felt very taken care of.']"
5.0,"Apr 27, 2015","Former  Employee  in Palo Alto, California",[' Employees were able to be reimbursed for up to $800 for exercise equipment.']
5.0,"Apr 26, 2015","Current  Senior Program Manager  in Redmond, Washington State","["" Microsoft Benefits are very comprehensive. We have excellent medical and dental coverage, insurance, and fitness benefits, in addition to legal assistance, and a great 401K with matching funds and no vesting period and ESPP. I'm often surprised at how extensive our benefits are when I discover a new program I never heard about as I recently did when shopping for a new car and found that Microsoft had discount arrangements various car makers.""]"
3.0,"Apr 27, 2015","Current  Employee  in Redmond, Washington State",[' keep changing benefits that cost employees money but never compensate your wages']
3.0,"Apr 27, 2015","Former  Employee  in Reston, Virginia",[' deductible and out of pocket cost was too high']
4.0,"Apr 24, 2015","Current  Technical Account Manager  in Seattle, Washington State","[' Awesome vacation package for starting out, 3 weeks! 401K plan and medical/dental could be improved. It used to be fully funded however not anymore.']"
4.0,"Apr 24, 2015","Current  Employee  in Seattle, Washington State","["" There are lots of benefits. Apparently, insurance isn't as good as it used to be, but is still pretty good.""]"
5.0,"Apr 24, 2015","Former  Employee  in Seattle, Washington State",[' Free orca card for the entire term !']
5.0,"Apr 23, 2015","Former  Product Advisor  in Scottsdale, Arizona","[' Great discounts on products, great health-care, great discounts on cell phones and plans. Ability to relocate']"
5.0,"Apr 22, 2015","Current  Employee  in Houston, Texas","[' Tuition Reimbursement, Stay Fit Reimbursement, and Prime discounts are awesome!']"
5.0,"Apr 20, 2015","Former  Employee  in Redmond, Washington State","[' Microsoft offers a great benefit package. While they have cut back over the last few years, its still hard to match. Also, they provide a deep discount to a great health club off campus and during lunch, have shuttle vans to the club. Overall, Microsoft gets a strong A across the board for their benefit package.']"
5.0,"Apr 18, 2015","Current  Employee  in Boston, Massachusetts","[' Competitive package, great family coverage, fitness reimbursements, 501K, stocks, child care plans, tuition assistance, travel and commute reimbursements, loads of free resources!']"
4.0,"Apr 23, 2015","Former  Employee  in Redmond, Washington State","[' 401K, stock options, travel benefits, life insurance, excellent medical insurance coverage, ongoing job development.']"
4.0,"Apr 23, 2015","Former  Employee  in Redmond, Washington State",[' best thing was the software discounts and health plan']
4.0,"Apr 22, 2015","Former  Consultant  in Bellevue, Washington State","["" overall, it's pretty good. but medical benefit is getting worst.""]"
4.0,"Apr 22, 2015","Former  Senior Technical Writer  in Bellevue, Washington State",[' Good: Great health insurance. Worst: Many years to earn additional vacation days.']
4.0,"Apr 18, 2015","Current  Product Marketing Manager  in Redmond, Washington State","[' Its a good package but is slowly being eroded. Health Plan you now have to contribute. Company picnic gone. Stock award changed from numerical to $ , net result reduction in shares.']"
5.0,"Apr 18, 2015","Former  Program Manager  in Redmond, Washington State","[' -104k matching -Employee stock purchase program -""Stay fit"" flexible gym reimbursement -3 weeks PTO']"
5.0,"Apr 17, 2015","Former  Employee  in Redmond, Washington State",[' Awesome benefits package. Probably among the very best in the industry.']
5.0,"Apr 17, 2015","Former  Employee  in Seattle, Washington State","[' Comprehensive health insurance, excellent work from home opportunities']"
5.0,"Apr 15, 2015","Former  Senior Technical Writer  in Redmond, Washington State",[' Overall excellence in the benefit package.']
5.0,"Apr 14, 2015","Current  Employee  in Redmond, Washington State",[' Great benefits. It would be better if they kept the health insurance plan towards easy management']
4.0,"Apr 16, 2015","Former  Director  in Redmond, Washington State","["" health insurance plan was the best I've ever seen.""]"
4.0,"Apr 16, 2015","Current  Build Engineer  in Redmond, Washington State",[' Benefits is pretty good. The coverage is broad']
4.0,"Apr 16, 2015","Current  Employee  in Mountain View, California","["" Microsoft is pretty fair in offering benefits to its employees. 401k match upto 6%, company store discount, 15 days of vacation, 2 weeks sick leave per year and free meals when working late. Lots of internal groups that organize events like Women at Microsoft which are great! Café food is okay and you have to pay for it although at a discounted rate ($5-$10 depending on size of the meal). Pretty flexible on work arrangements like working from home. One month of parental leave that new parents can use within one year of child's birth. Back-up care program with Bright Horizons (very discounted rate) for upto 100 hours a year.""]"
4.0,"Apr 15, 2015","Current  Employee  in Boston, Massachusetts",[' very flexible working hours/days - taking time off whenever you need and working from home on a whim. 401k match could be better']
4.0,"Apr 13, 2015","Current  Senior Service Engineer  in Redmond, Washington State","["" Best thing is now they pay $25 an hour to any charity I contribute my time to. That means each week doing what I'm passionate about outside Microsoft to support my family and important values puts $200 a week in my charities pockets for 4 hours of my time.""]"
5.0,"Apr 12, 2015","Current  Employee  in Redmond, Washington State",[' Excellent benefits and great work culture !!']
5.0,"Apr 12, 2015","Current  Group Product Marketing Manager  in Redmond, Washington State","[' Microsoft still has one of the best benefits packages in the industry. I have a spouse with a medical condition the requires us to use newly FDA approved medication that costs almost $500,000 per year - it is completely covered (beyond the standard deductible). Amazing.']"
5.0,"Apr 11, 2015","Former  Director  in Redmond, Washington State","["" Health plan has changed over the past couple years, but it's still the most comprehensive in the business. Passport/Prime (local merchant discount card) is really helpful and free to all employees.""]"
5.0,"Apr 11, 2015","Current  Employee  in Redmond, Washington State","["" The best benefit is the health insurance. MS contributes every year to the health account and there is an out of pocket maximum. I can't think of the worst thing.""]"
5.0,"Apr 10, 2015","Current  Employee  in Seattle, Washington State",[' Great Health care and fitness reimbursements']
5.0,"Apr 10, 2015","Current  Account Technology Strategist (ATS)  in New York, New York State","["" Great package, but my wife's coverage is preferred .""]"
5.0,"Apr 10, 2015","Former  Executive Assistant  in Redmond, Washington State","["" 3 weeks vacation first 5 years, then 4 weeks. medical benefits were quite good, and I never appreciated my growing HSA until I left the company. THEN I was very thankful for it. 401K match isn't the best in the industry, but they have very good investment choices, and they give seminars to educate people on retirement planning, and optimizing your finances.""]"
5.0,"Apr 08, 2015","Current  Software Engineer II  in Redmond, Washington State",[' Excellent overall package. Love the fitness benefits.']
4.0,"Apr 10, 2015","Current  Principal Engineer  in Redmond, Washington State",[' Still one of the best']
4.0,"Apr 09, 2015","Former  Senior Program Manager  in Bellevue, Washington State","[' The benefits up until 2013 were fantastic. That year, they dramatically cut down the health insurance plan. Effectively a $2,000 salary cut.']"
5.0,"Apr 08, 2015","Current  Employee  in Redmond, Washington State","[' In addition to the various insurances Microsoft provides access to a lot of 3rd party companies to do training on retirement, healthy living, college savings, etc. They have discounts on most Microsoft products, provide a bus service in the Puget Sound area, and in general just take very good care of their employees.']"
5.0,"Apr 06, 2015","Former  AE  in Dallas, Texas",[' Amazing medical insurance. Everything completely free to employee.']
5.0,"Mar 28, 2015","Current  Employee  in Redmond, Washington State",[' Best thing is the coverage is really complete. The worst thing is probably you must pay $2500 out of pocket before the coverage kicks in.']
3.0,"Apr 08, 2015","Former  Service Ops II  in Redmond, Washington State","[' The health benefits used to be amazing now they are just average, you or your family will have to deal with much of the billing hassles yourself.']"
4.0,"Apr 06, 2015","Current  Senior Lead Program Manager  in Redmond, Washington State","[' PRO: $800 annual benefit for health. Buy workout equipment, membership at a gym, personal training, etc. Pretty sweet. CON: Healthcare insurance has changed. In the past, it was a ""no impact"" to employees -- no deductible, no co-pay. Today the health insurance is like any other company: high deductibles, co-pays, out of pocket maximums. However, MS does kick in a little to the HSA annually.']"
4.0,"Apr 02, 2015","Former  Finance Director  in Seattle, Washington State",[' The benefits package is very good. only real issue is lack of options to choose from in health care provider.']
4.0,"Mar 31, 2015","Current  Employee  in Redmond, Washington State",[' You had really nice people to work with. And the benefit is ok.']
3.0,"Mar 29, 2015","Former  Employee  in Redmond, Washington State",[' Nice that sick time is separate from vacation time.']
4.0,"Mar 27, 2015","Current  Principal Program Manager Lead  in Redmond, Washington State","[' Great vacation & sick leave package. I won\'t lie, I\'m not a fan of the new HSA system, but the company jumped on the blame ""Obamacare"" bandwagon. Overall benefits are fair and I know we are way better off than most people so it\'s hard to complain too much.']"
4.0,"Mar 27, 2015","Current  Senior Marketing Manager  in Redmond, Washington State",[' New health plan is lots of administrative burden on employees']
5.0,"Mar 27, 2015","Current  Employee  in Redmond, Washington State","[' Great benefits and perks. Many are listed on the website, but many freebies and extras that are not outlined when signing up.']"
5.0,"Mar 26, 2015","Current  Employee  in Redmond, Washington State",[' Heath Insurance is good.']
4.0,"Mar 27, 2015","Current  Software Development Engineer  in Charlotte, North Carolina","["" Health plan isn't what it used to be (more paperwork and out of pocket costs), but otherwise the benefits are great.""]"
4.0,"Mar 27, 2015","Former  Program Manager II  in Fargo, North Dakota","[' Great health coverage for entire family with flexible options. Also enjoy free beverages, product discounts and access to quality food service. I never had any complaints about the benefits available to me.']"
4.0,"Mar 26, 2015","Current  Director of Strategy & Portfolio Management  in Redmond, Washington State","[' Overall benefits was awesome, especially health insurance!']"
4.0,"Mar 26, 2015","Current  Employee  in Mountain View, California",[' It is a typical package for IT company']
4.0,"Mar 26, 2015","Former  Employee  in Redmond, Washington State","[' Overall, a good package. Employee perks include discounts around the Eastside/Seattle area. Vacation accrual increases with seniority. The health plan I was on allowed me to choose my own doctors.']"
4.0,"Mar 26, 2015","Current  Employee  in Redmond, Washington State","[' Lots of local benefits, gym membership, etc. 401k match, FSAs']"
3.0,"Mar 27, 2015","Former  Employee  in Redmond, Washington State",[' Best was the medical benefit until they changed it in 2012.']
3.0,"Mar 26, 2015","Current  Software Development Engineer II  in Bellevue, Washington State",[' deep discounts on software are good the health benefits have trended downward in the last few years']
5.0,"Mar 25, 2015","Former  Employee  in Mountain View, California",[' no copay for health insurance']
5.0,"Mar 24, 2015","Current  Employee  in Redmond, Washington State","["" The benefits aren't the 100% coverage/no worry plan that they used to be, but the current changes have been much better than comparable companies. Perks of the prime program are wonderful as well.""]"
5.0,"Mar 16, 2015","Former  User Experience Designer II  in Redmond, Washington State","[' Comprehensive health benefits, including alternative medicine coverage (in 2014, 24 combined visits a year of acupuncture, chiropractic and/or massage)']"
5.0,"Mar 16, 2015","Current  Employee  in Reno, Nevada","[' Benefits are truly comprehensive and highly competitive. Company pays 100% of the premium for medical, dental and vision insurance up to full family coverage. Matching 401(k) plan (100% vesting on the match immediately), optional ESPP with a 10% discount on MSFT stock, and Restricted Stock Units (RSUs) are offered. Great company culture and amazing people to work with everyday.']"
4.0,"Mar 24, 2015","Former  Senior Lead Program Manager  in Redmond, Washington State",[' Matching gift program for charitable donations and for volunteer hours is a cool way to make your gifts go further. The health plan can be difficult to manage.']
4.0,"Mar 23, 2015","Former  Senior Financial Analyst  in Redmond, Washington State","["" Best is the fact that PTO can be negotiated and isn't 'cut in stone'. Worst is how some perks are doled out depending not on your performance, but on whether or not your manager personally subscribes, such as work from home.""]"
4.0,"Mar 23, 2015","Current  Employee  in Redmond, Washington State",[' The best thing about the benefits package is that they encourage you to volunteer and donate money to non-profits you support.']
4.0,"Mar 22, 2015","Current  Employee  in Redmond, Washington State","["" The package is not as good as it was many years ago, but I guess it's ok.""]"
4.0,"Mar 17, 2015","Former  SDET-II  in Redmond, Washington State","[' Medical benefits are good, but the deductible is relatively high.']"
4.0,"Mar 16, 2015","Former  Employee  in Redmond, Washington State",[' have to pay a deductable']
5.0,"Mar 16, 2015","Current  Employee  in Redmond, Washington State","[' Fidelity 401k is excellent, Health Savings Account contributions are great if you have low medical expenses (otherwise you may pay a bit out of pocket, though the max is reasonable), stock purchase option at a discount. Also the ""StayFit"" program reimburses $800/year for exercise/fitness equipment/fees. Very flexible work environment for occasionaly work from home and flexible hours.']"
5.0,"Mar 15, 2015","Former  Employee  in Redmond, Washington State","[' Great benefit package, excellent health care.']"
5.0,"Mar 14, 2015","Current  Software Engineer  in Redmond, Washington State","[' Everything, It is one of the greatest companies in the word to work for']"
5.0,"Mar 13, 2015","Current  Project Manager  in Redmond, Washington State","["" I'm a contractor so I don't receive any benefits""]"
5.0,"Mar 13, 2015","Former  Inventory Control Expert  in Miami, Florida",[' They offer great benefits. Also a good place to work for moms and women. This is a good place for family people to enjoy working.']
3.0,"Mar 16, 2015","Current  Director  in Bellevue, Washington State","["" Being a long time employee of the company, I've seen the benefits go from spectacular to okay. In terms of medical coverage, there is now a pretty high annual high deductible and everyone in the US is forced to have the Health Savings Account plan. From what I hear about similarly sized high tech companies, we are not afforded the same benefits in terms of food and child care.""]"
4.0,"Mar 16, 2015","Former  Employee  in Redmond, Washington State","[' Lots of benefits and perks. Tons of good things to say. Only bad part is you get a decent amount of vacation but if you are on the wrong team, they frown on you actually using it.']"
4.0,"Mar 16, 2015","Current  SDE  in Redmond, Washington State",[' best is medical plan worst is no more company meeting/moral events']
4.0,"Mar 14, 2015","Current  Employee  in Seattle, Washington State",[' best - Health insurance; worst - no free lunch']
4.0,"Mar 12, 2015","Former  Employee  in Redmond, Washington State",[' Benefits are above average overall.']
5.0,"Mar 06, 2015","Current  Finance Manager  in Bellevue, Washington State","[' 3% 401k match, free health insurance and dental, 10% discount on company stock, Roth IRA options, free gym membership or $800 fitness related reimbursements, 3 week vacation and 2 weeks sick leave for new employees.']"
5.0,"Mar 10, 2015","Former  Director  in Redmond, Washington State","[' I had no worries, ever--- it was all covered. We had an amazing plan even after the family deductible and co-pay of about $7000. We had significant healthcare issues and it paid off over time. Family planning was exceptional.']"
5.0,"Mar 09, 2015","Former  Employee  in Seattle, Washington State","[' The intern package was amazing: Had activities, transportation, bicycle stipend, housing provided.']"
5.0,"Mar 08, 2015","Current  Employee  in Redmond, Washington State","["" It's all inclusive and beyond expectations.""]"
4.0,"Mar 11, 2015","Former  Services Sales  in Cambridge, Massachusetts","["" Health care used to be 100% paid premiums, no copay, just show your card, get treated, walk away. Now is a reimbursement system, while still excellent coverage, it's an administrative nightmare.""]"
4.0,"Mar 11, 2015","Former  Employee  in Reston, Virginia","[' The Healthcare package was consistently the best through 2013. Then it change from a $0 co-pay, no pre-approval PPO to a Health Savings Account (HSA). The HSA has a high annual deductible and many previously covered charges were no longer covered. The Healthcare offered by Microsoft no longer stands out as a positive differentiator from its competitors.']"
4.0,"Mar 09, 2015","Current  Employee  in Redmond, Washington State",[' The insurance is better than average and the $800 athletic reimbursement is awesome but the rest of the benefits are on par. The on-campus food sucks and is over priced.']
4.0,"Mar 08, 2015","Former  Program Manager  in Seattle, Washington State","[' good working environment and as a big company, long hours of work sometimes, people relationships were not very good, lots of in fights for personal gains.']"
4.0,"Mar 06, 2015","Current  Product Advisor  in Seattle, Washington State","[' For part timers, you receive healthcare, tuition assistance, and dental insurance. 401k and stock purchase plans also available.']"
4.0,"Mar 05, 2015","Former  Employee  in Redmond, Washington State","[' overall nice benefits, but many companies in silicon valley have better.']"
5.0,"Mar 04, 2015","Current  Business Analyst  in Redmond, Washington State","[' Gotta love the prime card, gym membership, and stock compensation. Health insurance is better than I expected too']"
5.0,"Mar 04, 2015","Former  Employee  in Redmond, Washington State","[' Very generous compensation and benefits package..401k, stock, health, maternity leave and paternity leave. Training budget.']"
5.0,"Mar 03, 2015","Current  Employee  in Irvine, California","[' Among some of the best benefits in the tech industry, including PTO, health benefits, 401k, employee stock purchase, and personal fitness.']"
5.0,"Mar 03, 2015","Current  Employee  in Seattle, Washington State",[' Medical benefit is a maze. Covers a lot but very hard to manage and understand.']
5.0,"Mar 03, 2015","Former  Human Resources Manager  in Redmond, Washington State","["" I love the overall medical coverage. For most of my time there they paid 100% and they recently cut that slightly. I still think it's one of the best in the world. I also liked the option to either belong to a group of selected gyms for free or receive $800 to use on most athletic expenses (running shoes, ski gear, bike, etc.)""]"
5.0,"Mar 01, 2015","Current  Program Manager  in Redmond, Washington State","["" Health benefits are still among the best provided by technology companies in the area. Although it's shifted to a health savings plan in recent years (vs. full coverage previously) the company contributes to employee savings plans each year to help cover deductibles.""]"
5.0,"Feb 28, 2015","Current  Employee  in Redmond, Washington State","["" best - still one of the best healthcare package around. It used to be zero out of pocked at one time which was of course way better, but given the market change they also adapted and made it subsidized out of pocket - still very competitive and best in market worst - the backup care company they subsidize for isn't that great""]"
3.0,"Mar 05, 2015","Current  Employee  in Redmond, Washington State","[' Used to be a leader in employee benefits, however, programs are changing and now this is not a differentiator and sometimes detractor. Seattle is still cheaper than Silicon Valley and pay does enable a solid living. Healthcare changes are a detractor.']"
